"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"The A-Team","UN","Action,General","The A-Team is an Action game, developed and published by Atari,which was cancelled before it was released.","","","","Atari","Canceled ","http://www.gamefaqs.com/atari2600/563237-the-a-team"
"Acid Drop","UN","Miscellaneous,Puzzle,General","Colored blocks drop relentlessly down to fill the screen. Using your joystick you must quickly spin, shift and align the colors of the blocks in order to clear them from the screen. It's challenging and the pace is demanding! But... satisfaction comes when you see the 'ACID DROP' fall and dissolve your highest lines and give you a new lease on life. Need a tougher contest - start from a higher level! Pick your pace from the 30 progressive skill levels. Hours of addictive fun guaranteed!","2.0","4.2","n/a","Salu","1992 ","http://www.gamefaqs.com/atari2600/584539-acid-drop"
"G.I. Joe: Cobra Strike","UN","Action,General","The headquarters of the G.I.Joe Special Mission Forces is under siege by the archenemy Cobra! Cobra, an evil organization determined to take over the world, has appeared in the form of a giant cobra snake. Right now, it looms over the camp threatening disaster. So on the double! Man your positions! Defend the camp! Destroy the villain before it's too late!","n/a","5.5","n/a","Parker Bros","1983 ","http://www.gamefaqs.com/atari2600/584771-gi-joe-cobra-strike"
"Action Force","EU","Action,General","The headquarters of the G.I.Joe Special Mission Forces is under siege by the archenemy Cobra! Cobra, an evil organization determined to take over the world, has appeared in the form of a giant cobra snake. Right now, it looms over the camp threatening disaster. So on the double! Man your positions! Defend the camp! Destroy the villain before it's too late!","n/a","5.5","n/a","Parker Bros","1983 ","http://www.gamefaqs.com/atari2600/584771-gi-joe-cobra-strike"
"The Activision Decathlon","UN","Sports,Olympic Sports","You do it for yourself, your country... and the gold! All of the individual athletic disciplines are yours - speed, strength, stamina and the desire to win. But they will all have to come together as one, because you're about to participate in the most prestigious video sporting event in history: The Activision Decathalon!","7.5","6.1","n/a","Activision","1983 ","http://www.gamefaqs.com/atari2600/584673-the-activision-decathlon"
"Advanced Dungeons & Dragons: Treasure of Tarmin","UN","Action Adventure,Fantasy","You've found the secret map to the underground lair of the dreaded Minotaur. You can go in, but you'll never come out unless you slay the Minotaur and claim his Tarmin treasure. As you make your way through the hallways and chambers, monsters wield their conventional or spiritual weapons. You must gather the proper defenses along the way. But use them sparingly, the Minotaur looms closer!","","","","Synth Corporation","Canceled ","http://www.gamefaqs.com/atari2600/584540-advanced-dungeons-and-dragons-treasure-of-tarmin"
"Adventure","UN","Action,General","Adventure is an Action game, developed and published by Atari,which was released in 1979.","7.5","7.8","n/a","Atari","1979 ","http://www.gamefaqs.com/atari2600/584543-adventure"
"Adventures of Tron","UN","Action,General","Avoid deadly Grid Bugs, Recognizers - even tanks! Keep TRON moving up the elevators, jump him down a floor! Keep TRON alive and scoring points! Jump him up to intercept flying 'bits'!","6.8","6.1","n/a","Mattel","1982 ","http://www.gamefaqs.com/atari2600/584544-adventures-of-tron"
"Aerial Ace","UN","Action,General","Aerial Ace is an Action game, published by Imagic,which was cancelled before it was released.","","","","Imagic","Canceled ","http://www.gamefaqs.com/atari2600/584545-aerial-ace"
"Air Raid","UN","Action,General","The quiet pre-dawn sky is suddenly filled with enemy bombers. Can you save Manhattan from your loan command post? You watch as the sky scrapers around you are reduced by each hit until, after 12 hits, nothing but rubble remains. You fire fast and furiously to protect the falling city. Can you withstand the deadly on slaught? With 8 variations of play this debut thrill packed action game by Men-A-Vision, will bring you many hours of exciting challenging play.","n/a","5.8","n/a","Men-A-Vision","1982 ","http://www.gamefaqs.com/atari2600/945138-air-raid"
