"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Fire ProWrestling 3: Legend Bout","US","Action,Fighting,Wrestling","Fire ProWrestling 3: Legend Bout is an Action game, published by Human Entertainment,which was released in Japan in 1992.","n/a","8.0","n/a","Human Entertainment","Nov 13, 1992 ","http://www.gamefaqs.com/tg16/588973-fire-prowrestling-3-legend-bout"
"Fire ProWrestling: Combination Tag","US","Action,Fighting,Wrestling","Fire ProWrestling: Combination Tag is an Action game, published by Human Entertainment,which was released in Japan in 1989.","8.0","n/a","n/a","Human Entertainment","Jun 22, 1989 ","http://www.gamefaqs.com/tg16/588971-fire-prowrestling-combination-tag"
"Fire ProWrestling","JP","Action,Fighting,Wrestling","Fire ProWrestling: Combination Tag is an Action game, published by Human Entertainment,which was released in Japan in 1989.","8.0","n/a","n/a","Human Entertainment","Jun 22, 1989 ","http://www.gamefaqs.com/tg16/588971-fire-prowrestling-combination-tag"
"Formation Armed F","US","Action,Shooter,Scrolling","Formation Armed F is an Action game, developed by Manjyudo and published by Pack-In-Video,which was released in Japan in 1990.","n/a","6.7","n/a","Manjyudo","Mar 23, 1990 ","http://www.gamefaqs.com/tg16/588974-formation-armed-f"
"Formation Soccer on J.League","US","Sports,Traditional,Soccer,Sim","Formation Soccer on J.League is a Sports game, developed and published by Human Entertainment,which was released in Japan in 1994.","n/a","n/a","n/a","Human Entertainment","Jan 15, 1994 ","http://www.gamefaqs.com/tg16/588976-formation-soccer-on-jleague"
"Formation Soccer: Human Cup '90","US","Sports,Traditional,Soccer,Sim","Formation Soccer: Human Cup '90 is a Sports game, developed and published by Human Entertainment,which was released in Japan in 1990.","n/a","n/a","n/a","Human Entertainment","Apr 27, 1990 ","http://www.gamefaqs.com/tg16/588975-formation-soccer-human-cup-90"
"Fushigi no Yume no Alice","US","Action,Platformer,2D","Fushigi no Yume no Alice is an Action game, developed by Sankindo and published by Face,which was released in Japan in 1990.","7.0","7.7","n/a","Sankindo","Dec7, 1990 ","http://www.gamefaqs.com/tg16/588889-fushigi-no-yume-no-alice"
"Gai Flame","US","Strategy,General","Gai Flame is a Strategy game, published by NCS,which was released in Japan in 1990.","n/a","6.0","n/a","NCS","Jan 26, 1990 ","http://www.gamefaqs.com/tg16/588978-gai-flame"
"Gaia no Monshou","US","Strategy,General","Gaia no Monshou is a Strategy game, published by NCS,which was released in Japan in 1988.","n/a","6.5","n/a","NCS","Sep 23, 1988 ","http://www.gamefaqs.com/tg16/588977-gaia-no-monshou"
"Gai Flame","US","Strategy,General","Gai Flame is a Strategy game, published by NCS,which was released in Japan in 1990.","n/a","6.0","n/a","NCS","Jan 26, 1990 ","http://www.gamefaqs.com/tg16/588978-gai-flame"
"Galaga '90","US","Action,Shooter,Static","Galaga '90 is an Action game, developed and published by Namco,which was released in Japan in 1988.","7.0","7.8","","Namco","1989 ","http://www.gamefaqs.com/tg16/588979-galaga-90"
"Galaga '88","JP","Action,Shooter,Static","Galaga '90 is an Action game, developed and published by Namco,which was released in Japan in 1988.","7.0","7.8","","Namco","1989 ","http://www.gamefaqs.com/tg16/588979-galaga-90"
"Galaga '90","US","Action,Shooter,Static","Galaga '90 is an Action game, developed and published by Namco,which was released in Japan in 1988.","7.0","7.8","","Namco","1989 ","http://www.gamefaqs.com/tg16/588979-galaga-90"
"Galaga '88","JP","Action,Shooter,Static","Galaga '90 is an Action game, developed and published by Namco,which was released in Japan in 1988.","7.0","7.8","","Namco","1989 ","http://www.gamefaqs.com/tg16/588979-galaga-90"
"Ganbare! Golf Boys","US","Sports,Traditional,Golf,Sim","Ganbare! Golf Boys is a Sports game, developed by Dual and published by NCS,which was released in Japan in 1989.","n/a","n/a","n/a","Dual","Mar 28, 1989 ","http://www.gamefaqs.com/tg16/588984-ganbare-golf-boys"
"Gekibo","US","Action,General","Gekibo is an Action game, developed by Tomcat System and published by Irem,which was released in Japan in 1992.","7.5","8.1","","Tomcat System","Oct2, 1992 ","http://www.gamefaqs.com/tg16/589070-gekibo"
"Gekibo: Gekisha Boy","JP","Action,General","Gekibo is an Action game, developed by Tomcat System and published by Irem,which was released in Japan in 1992.","7.5","8.1","","Tomcat System","Oct2, 1992 ","http://www.gamefaqs.com/tg16/589070-gekibo"
"Gekibo","US","Action,General","Gekibo is an Action game, developed by Tomcat System and published by Irem,which was released in Japan in 1992.","7.5","8.1","","Tomcat System","Oct2, 1992 ","http://www.gamefaqs.com/tg16/589070-gekibo"
"Gekibo: Gekisha Boy","JP","Action,General","Gekibo is an Action game, developed by Tomcat System and published by Irem,which was released in Japan in 1992.","7.5","8.1","","Tomcat System","Oct2, 1992 ","http://www.gamefaqs.com/tg16/589070-gekibo"
"Genji Tsuushin Agedama","US","Action,General","Genji Tsuushin Agedama is an Action game, published by NEC Interchannel,which was released in Japan in 1991.","n/a","7.8","n/a","NEC Interchannel","Dec 13, 1991 ","http://www.gamefaqs.com/tg16/588982-genji-tsuushin-agedama"
"Genpei Toumaden","US","Action,General","Genpei Toumaden is an Action game, developed by Now Production and published by Namco,which was released in Japan in 1990.","7.0","6.8","n/a","Now Production","Mar 16, 1990 ","http://www.gamefaqs.com/tg16/588980-genpei-toumaden"
"Samurai Ghost","US","Action,General","Samurai Ghost is an Action game, developed by Now Production and published by Namco,which was released in Japan in 1992.","5.0","5.9","","Now Production","1992 ","http://www.gamefaqs.com/tg16/588981-samurai-ghost"
"Genpei Toumaden: Kannoni","JP","Action,General","Samurai Ghost is an Action game, developed by Now Production and published by Namco,which was released in Japan in 1992.","5.0","5.9","","Now Production","1992 ","http://www.gamefaqs.com/tg16/588981-samurai-ghost"
